customer_id,age,gender,tenure_years,segment,branch,account_type,balance,num_accounts,num_products,has_loan,loan_outstanding,has_investment,has_credit_card,avg_monthly_credits,avg_monthly_debits,num_txn_3m,num_txn_6m,num_txn_12m,days_since_txn,days_since_login,low_balance_days,nps_score,complaint_count,digital_banking_active,last_branch_visit_days,salary_diverted,account_closed,customer_status,risk_level,risk_signal_count,sig_salary_diverted,sig_txn_inactive,sig_low_balance,sig_complaints,sig_digital_inactive,sig_fd_maturing,sig_low_nps,exit_week,exit_type,attrition_flag
CUST01012,50,Male,17,HNI,Nizwa,Savings,177764.99,3,4,1,196557.02,1,1,24797.01,20527.26,7,14,26,97,49,22,74,2,1,397,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01013,35,Male,6,Retail,Ibri,Savings,1773.79,3,1,0,0.0,0,0,260.03,190.13,22,46,50,165,21,5,0,1,1,614,0,0,Active,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01014,63,Female,13,SME,Muscat North,Savings,92184.45,4,1,0,0.0,0,0,11160.9,5898.71,21,36,75,9,56,133,41,0,1,543,0,0,Active,Low,1,0,0,1,0,0,0,0,0,None,0
CUST01015,30,Male,4,Retail,Muscat Main,Current,8857.26,2,4,1,6956.28,1,1,1577.19,1095.92,9,16,55,92,19,2,74,5,1,324,1,0,Active,High,3,1,1,0,1,0,0,0,0,None,0
CUST01016,59,Female,14,Retail,Muscat North,Current,14871.75,1,1,0,0.0,0,0,2068.01,1247.31,32,34,45,92,58,10,0,0,1,411,0,0,Active,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01017,32,Male,15,Retail,Muscat South,Current,13007.67,1,2,0,0.0,1,0,2491.35,1317.41,18,28,49,161,559,5,44,2,0,97,1,0,Active,High,4,1,1,0,1,1,0,0,0,None,0
CUST01018,28,Male,13,Retail,Muscat Main,FD,6330.59,2,3,0,0.0,1,1,527.65,471.02,28,41,80,65,30,5,48,0,1,459,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01019,29,Male,5,SME,Rustaq,Current,50294.24,4,3,1,27325.45,1,0,9207.74,6324.44,19,29,71,49,53,3,21,0,1,646,0,0,Active,Low,1,0,0,0,0,0,0,1,0,None,0
CUST01020,34,Male,13,Retail,Muscat North,FD,5102.73,2,2,0,0.0,1,0,296.11,235.27,31,53,91,87,49,7,55,0,1,455,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01021,32,Male,9,SME,Rustaq,Current,99675.28,1,1,0,0.0,0,0,19404.74,12679.03,13,28,68,138,35,24,50,0,1,727,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01022,49,Female,8,Retail,Sur,Savings,7692.63,1,3,0,0.0,1,1,1351.96,761.38,3,27,71,615,23,5,63,0,1,145,0,0,Churned,Churned,1,0,1,0,0,0,0,0,40,Extended Inactivity,1
CUST01023,56,Female,12,HNI,Muscat Main,FD,154354.62,2,4,1,45938.36,1,1,11254.77,9675.13,6,23,36,448,54,21,63,2,1,308,0,0,Churned,Churned,2,0,1,0,1,0,0,0,52,Extended Inactivity,1
CUST01024,48,Male,17,SME,Muscat North,RD,48338.59,1,3,1,67885.66,0,1,5747.52,4908.84,33,56,84,307,489,11,44,0,0,723,0,0,Inactive,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01025,39,Female,14,SME,Muscat South,Savings,98688.62,3,4,1,58643.06,1,1,11871.49,5971.34,15,18,32,110,57,2,62,1,1,298,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01026,23,Male,7,Retail,Nizwa,FD,239.96,3,1,0,0.0,0,0,36.8,16.82,20,21,36,62,44,8,77,0,1,663,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01027,25,Female,13,Retail,Sohar,FD,4084.7,1,3,1,23728.08,0,1,646.05,452.85,30,40,45,250,410,21,80,0,0,156,0,0,Inactive,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01028,28,Male,14,Retail,Sohar,RD,14622.14,1,3,1,15480.07,0,1,885.41,605.09,13,36,44,8,33,14,63,0,1,684,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01029,35,Female,12,Retail,Nizwa,Savings,9915.7,1,2,0,0.0,1,0,791.1,369.87,17,21,50,128,53,24,68,3,1,17,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01030,54,Male,2,SME,Muscat South,FD,52328.44,3,3,1,77836.5,0,1,2992.66,2180.99,26,40,73,107,21,26,40,0,1,330,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01031,56,Male,2,SME,Sohar,FD,72834.78,1,3,0,0.0,1,1,4345.47,3849.13,7,19,55,402,687,17,49,1,0,105,0,0,Churned,Churned,2,0,1,0,0,1,0,0,6,Extended Inactivity,1
CUST01032,45,Female,8,HNI,Barka,Savings,148121.65,4,2,0,0.0,0,1,21423.79,18134.32,17,37,71,54,50,3,75,0,1,308,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01033,59,Male,3,Retail,Muscat Main,Current,1778.99,1,3,1,6407.27,0,1,204.65,167.71,2,2,6,49,30,255,55,0,1,562,0,0,Active,Low,1,0,0,1,0,0,0,0,0,None,0
CUST01034,46,Male,11,Retail,Nizwa,FD,7564.03,4,2,0,0.0,1,0,975.86,847.92,34,49,79,134,45,6,63,1,1,216,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01035,43,Male,6,Retail,Muscat North,FD,14339.95,3,2,1,10101.44,0,0,2348.24,1091.59,10,10,48,489,25,10,81,0,1,190,0,0,Churned,Churned,1,0,1,0,0,0,0,0,22,Extended Inactivity,1
CUST01036,52,Female,8,Retail,Barka,Savings,4234.51,2,2,0,0.0,0,1,419.86,265.05,17,34,72,151,264,20,47,2,0,74,1,0,Active,High,4,1,1,0,1,1,0,0,0,None,0
CUST01037,40,Male,8,Retail,Barka,Savings,982.55,2,3,1,12219.19,0,1,161.59,82.37,28,33,41,26,12,6,17,3,1,692,0,0,Active,Medium,2,0,0,0,1,0,0,1,0,None,0
CUST01038,32,Male,5,Retail,Muscat Main,FD,11171.93,4,2,1,9312.24,0,0,1093.42,944.57,30,54,94,204,35,4,30,1,1,681,0,0,Inactive,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01039,42,Female,17,Retail,Rustaq,Savings,6925.19,1,3,0,0.0,1,1,1311.26,621.45,16,30,34,331,35,29,54,0,1,99,0,0,Inactive,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01040,28,Female,13,SME,Muscat Main,FD,18995.16,1,3,1,33349.36,0,1,3445.57,3061.04,11,29,61,132,10,9,46,0,1,39,0,0,Active,Medium,2,0,1,0,0,0,1,0,0,None,0
CUST01041,47,Male,12,Retail,Muscat South,Savings,7415.58,4,2,0,0.0,1,0,1090.08,1021.98,10,18,27,93,192,1,22,2,0,523,0,0,Active,High,4,0,1,0,1,1,0,1,0,None,0
CUST01042,30,Female,17,SME,Muscat Main,Current,12523.6,3,1,0,0.0,0,0,2481.75,1787.27,21,31,63,159,33,9,54,1,1,242,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01043,48,Male,8,SME,Sohar,Savings,11303.92,2,3,0,0.0,1,1,2108.52,1678.84,32,35,48,15,50,8,38,0,1,413,1,0,Active,High,1,1,0,0,0,0,0,0,0,None,0
CUST01044,32,Male,17,Retail,Muscat South,Savings,3167.7,1,2,1,12310.72,0,0,484.87,211.58,20,23,59,176,11,147,62,0,1,9,0,0,Active,Medium,2,0,1,1,0,0,0,0,0,None,0
CUST01045,29,Male,6,SME,Muscat South,Savings,22339.44,2,3,1,6436.57,0,1,2089.56,1165.11,23,27,31,278,22,18,88,0,1,231,0,0,Inactive,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01046,45,Female,6,SME,Barka,RD,47470.6,2,3,1,49413.27,1,0,3918.28,3340.64,23,25,49,118,11,11,80,1,1,368,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01047,24,Female,11,Retail,Salalah,Savings,2417.0,2,2,0,0.0,0,1,311.78,271.85,5,12,37,168,39,28,29,0,1,89,0,0,Active,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01048,59,Male,3,Retail,Muscat Main,Current,8793.73,2,3,1,18198.8,0,1,1045.46,782.98,6,26,28,163,25,27,36,0,1,666,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01049,38,Male,6,SME,Nizwa,Savings,79155.46,4,3,1,24401.89,1,0,9218.94,8383.29,31,32,43,120,46,4,21,0,1,388,0,0,Active,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01050,30,Male,13,Retail,Salalah,Savings,9160.38,4,3,1,1159.78,1,0,1278.7,536.0,17,19,47,35,54,8,74,1,1,253,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01051,22,Male,15,Retail,Muscat North,Savings,6320.62,4,2,1,1190.21,0,0,671.61,588.81,34,48,72,52,36,16,53,2,1,582,0,0,Active,Low,1,0,0,0,1,0,0,0,0,None,0
CUST01052,26,Male,11,Retail,Muscat North,Savings,4492.72,3,3,0,0.0,1,1,655.68,611.35,7,30,70,49,33,4,85,0,1,538,1,0,Active,High,1,1,0,0,0,0,0,0,0,None,0
CUST01053,49,Female,7,SME,Sur,Current,43979.5,3,3,1,41925.6,1,0,3146.34,2583.88,7,26,66,55,48,15,68,1,1,602,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01054,56,Male,8,SME,Barka,FD,83593.79,2,4,1,50957.94,1,1,14951.45,13265.45,2,19,62,618,38,17,45,0,1,446,0,0,Churned,Churned,1,0,1,0,0,0,0,0,32,Extended Inactivity,1
CUST01055,53,Female,4,SME,Salalah,FD,82328.63,4,3,0,0.0,1,1,13816.61,8572.47,6,22,49,554,59,22,15,0,1,146,0,1,Churned,Churned,2,0,1,0,0,0,0,1,38,Account Closure,1
CUST01056,56,Male,4,SME,Nizwa,Current,40474.88,2,2,1,54342.79,0,0,4190.85,3423.55,24,30,67,516,31,189,61,0,1,291,0,0,Churned,Churned,2,0,1,1,0,0,0,0,1,Extended Inactivity,1
CUST01057,53,Male,13,Retail,Muscat Main,FD,9276.35,3,2,0,0.0,1,0,1240.88,716.34,31,31,59,86,7,15,96,3,1,379,0,0,Active,Low,1,0,0,0,1,0,0,0,0,None,0
CUST01058,55,Male,2,Retail,Muscat South,Savings,5374.29,4,2,1,24961.44,0,0,618.69,437.23,7,26,59,252,18,67,68,1,1,529,0,0,Inactive,Medium,2,0,1,1,0,0,0,0,0,None,0
CUST01059,29,Female,11,Retail,Muscat South,Savings,12967.19,1,2,0,0.0,0,1,1313.95,1062.67,23,32,60,154,26,2,47,1,1,233,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01060,46,Male,4,Retail,Muscat Main,Savings,10968.95,4,3,1,16214.38,0,1,1838.74,846.38,25,39,50,166,11,8,68,3,1,234,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01061,53,Male,17,SME,Muscat Main,Current,36923.26,1,2,0,0.0,0,1,5323.96,3058.97,16,38,40,166,168,28,71,0,0,359,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01062,43,Male,14,Retail,Nizwa,Savings,1031.32,2,3,1,9793.92,0,1,122.27,59.08,1,1,27,123,57,24,77,1,1,28,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01063,33,Female,2,Retail,Muscat South,Savings,694.58,2,1,0,0.0,0,0,128.16,93.23,33,51,86,53,448,27,31,2,0,219,0,0,Active,Medium,2,0,0,0,1,1,0,0,0,None,0
CUST01064,31,Female,11,SME,Muscat South,Current,24725.45,1,3,0,0.0,1,1,2022.37,1641.3,18,42,80,12,25,260,64,5,1,99,0,0,Active,Medium,2,0,0,1,1,0,0,0,0,None,0
CUST01065,55,Male,5,Retail,Rustaq,FD,7554.27,3,3,0,0.0,1,1,1334.54,638.86,6,6,26,7,24,28,17,0,1,23,0,0,Active,Low,1,0,0,0,0,0,0,1,0,None,0
CUST01066,49,Male,13,Retail,Muscat Main,Current,2876.46,4,1,0,0.0,0,0,403.14,291.52,18,31,66,149,607,14,8,1,0,93,0,0,Active,High,3,0,1,0,0,1,0,1,0,None,0
CUST01067,56,Male,14,Retail,Sur,Current,10183.09,1,4,1,7523.56,1,1,924.87,396.1,15,16,34,90,47,13,65,0,1,597,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01068,26,Male,1,Retail,Barka,Savings,7344.88,3,2,0,0.0,1,0,727.27,376.65,16,22,59,39,19,270,77,1,1,42,0,0,Active,Low,1,0,0,1,0,0,0,0,0,None,0
CUST01069,46,Female,4,Retail,Nizwa,Savings,1583.46,2,1,0,0.0,0,0,190.15,171.72,28,46,77,58,24,13,50,0,1,630,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01070,59,Male,14,Retail,Muscat North,Savings,286.31,3,3,1,12439.31,0,1,49.87,26.14,23,41,74,466,31,27,48,0,1,64,0,0,Churned,Churned,1,0,1,0,0,0,0,0,40,Extended Inactivity,1
CUST01071,42,Female,6,Retail,Muscat South,FD,743.53,3,4,1,22733.28,1,1,69.67,58.18,9,30,44,109,59,15,57,3,1,393,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01072,57,Female,8,Retail,Muscat Main,RD,8093.38,1,1,0,0.0,0,0,1237.87,815.74,11,13,55,167,56,19,75,3,1,373,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01073,50,Female,7,SME,Muscat Main,Savings,35209.14,1,1,0,0.0,0,0,2966.31,2626.92,3,13,46,17,8,22,74,4,1,291,0,0,Active,Low,1,0,0,0,1,0,0,0,0,None,0
CUST01074,56,Male,12,Retail,Muscat North,Savings,5424.61,4,2,1,20259.82,0,0,468.25,382.72,27,51,95,632,514,7,57,0,0,722,0,0,Churned,Churned,2,0,1,0,0,1,0,0,5,Extended Inactivity,1
CUST01075,57,Female,2,Retail,Muscat North,Current,1367.73,4,2,0,0.0,1,0,129.93,68.19,11,32,60,172,9,26,65,0,1,55,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01076,45,Male,5,Retail,Muscat Main,Current,14033.4,2,2,0,0.0,0,1,1654.35,677.14,33,37,72,77,45,79,68,1,1,701,1,0,Active,High,2,1,0,1,0,0,0,0,0,None,0
CUST01077,48,Male,9,Retail,Sur,Savings,6204.56,4,3,0,0.0,1,1,251.98,226.48,28,45,65,436,31,3,26,0,1,234,0,0,Churned,Churned,2,0,1,0,0,0,0,1,38,Extended Inactivity,1
CUST01078,32,Female,4,SME,Salalah,FD,24154.14,1,3,1,54195.82,1,0,4368.62,2453.76,19,41,44,686,51,26,66,1,1,512,0,1,Churned,Churned,1,0,1,0,0,0,0,0,36,Account Closure,1
CUST01079,34,Male,9,Retail,Muscat Main,Savings,5845.57,1,2,0,0.0,0,1,367.37,278.07,5,21,63,605,13,2,21,0,1,43,1,0,Churned,Churned,3,1,1,0,0,0,0,1,45,Salary Diversion,1
CUST01080,37,Male,7,SME,Muscat Main,Current,33915.53,2,3,1,18787.98,1,0,3818.76,2030.45,34,41,52,6,471,271,78,1,0,507,0,0,Active,Medium,2,0,0,1,0,1,0,0,0,None,0
CUST01081,45,Male,2,SME,Rustaq,Current,60468.45,2,1,0,0.0,0,0,9274.69,4601.08,25,35,65,348,55,8,73,0,1,116,1,0,Inactive,High,2,1,1,0,0,0,0,0,0,None,0
CUST01082,22,Male,5,Retail,Sohar,Savings,10039.19,3,3,1,17389.97,1,0,1120.26,846.7,20,30,34,136,603,4,51,0,0,76,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01083,52,Female,8,SME,Muscat Main,FD,44824.16,2,1,0,0.0,0,0,2246.56,1598.91,21,43,78,165,21,132,50,0,1,77,0,1,Churned,Churned,2,0,1,1,0,0,0,0,51,Account Closure,1
CUST01084,40,Female,14,Retail,Muscat North,Savings,4175.02,4,3,1,1574.23,1,0,399.76,237.86,23,30,41,232,43,13,75,3,1,370,0,0,Inactive,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01085,34,Female,8,Retail,Sohar,Savings,8294.41,2,2,0,0.0,0,1,1159.34,475.07,18,35,57,130,48,25,56,0,1,493,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01086,45,Male,11,Retail,Ibri,Current,5776.14,1,1,0,0.0,0,0,1099.87,735.42,11,12,36,163,716,17,55,0,0,193,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01087,37,Male,19,SME,Barka,Current,89777.76,3,2,0,0.0,1,0,5532.45,5172.4,19,29,33,159,20,14,62,0,1,341,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01088,47,Male,5,Retail,Sohar,FD,7547.87,4,3,0,0.0,1,1,603.52,340.7,31,53,95,85,15,14,58,0,1,233,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01089,26,Male,11,Retail,Muscat Main,Current,13256.99,2,3,0,0.0,1,1,2555.92,2003.5,11,28,59,4,381,79,75,0,0,36,0,0,Active,Medium,2,0,0,1,0,1,0,0,0,None,0
CUST01090,34,Female,6,Retail,Muscat Main,FD,3228.27,3,2,0,0.0,0,1,164.62,73.59,2,2,33,587,188,184,14,0,0,594,0,0,Churned,Churned,4,0,1,1,0,1,0,1,28,Extended Inactivity,1
CUST01091,48,Female,17,Retail,Muscat Main,Savings,8432.07,1,3,1,9080.96,0,1,1684.07,1523.44,13,36,55,467,394,5,47,1,0,406,0,0,Churned,Churned,2,0,1,0,0,1,0,0,7,Extended Inactivity,1
CUST01092,39,Female,12,SME,Muscat North,Current,88852.54,2,1,0,0.0,0,0,13183.45,7129.02,10,29,31,680,18,315,10,0,1,386,0,1,Churned,Churned,3,0,1,1,0,0,0,1,30,Account Closure,1
CUST01093,49,Female,14,Retail,Ibri,Savings,14030.62,1,1,0,0.0,0,0,1038.28,529.78,8,14,21,147,14,6,58,1,1,214,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01094,46,Male,5,Retail,Barka,Current,8357.47,1,3,0,0.0,1,1,1271.56,594.84,1,12,54,67,14,29,35,0,1,119,1,0,Active,High,1,1,0,0,0,0,0,0,0,None,0
CUST01095,34,Female,1,Retail,Muscat South,Current,9878.4,2,2,0,0.0,1,0,837.35,758.32,5,26,46,19,26,24,53,1,1,395,1,0,Active,High,1,1,0,0,0,0,0,0,0,None,0
CUST01096,38,Female,1,Retail,Muscat North,Savings,1325.11,1,3,1,21622.4,0,1,205.05,101.53,33,49,65,102,9,5,33,0,1,74,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01097,58,Female,15,Retail,Salalah,Savings,7417.77,1,2,0,0.0,0,1,587.26,303.82,16,39,60,55,148,17,31,0,0,373,0,0,Active,Low,1,0,0,0,0,1,0,0,0,None,0
CUST01098,58,Male,15,Retail,Muscat North,Current,8776.2,2,3,1,18589.14,0,1,581.92,536.18,2,9,47,6,32,7,40,0,1,195,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01099,23,Female,12,Retail,Barka,Savings,4497.96,3,2,0,0.0,0,1,337.65,136.01,13,32,51,86,42,17,51,1,1,249,1,0,Active,High,1,1,0,0,0,0,0,0,0,None,0
CUST01100,69,Male,6,HNI,Muscat South,FD,254364.56,4,2,0,0.0,1,0,26670.83,22619.64,23,40,70,582,41,0,80,2,1,568,0,0,Churned,Churned,2,0,1,0,1,0,0,0,1,Extended Inactivity,1
CUST01101,63,Female,11,HNI,Barka,FD,255200.24,4,3,1,111593.34,0,1,21151.31,11231.33,2,11,52,15,49,12,48,1,1,395,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01102,60,Female,7,SME,Muscat Main,FD,59685.52,2,3,1,64056.65,0,1,10805.34,5442.81,14,21,63,464,22,22,58,3,1,271,0,0,Churned,Churned,2,0,1,0,1,0,0,0,44,Extended Inactivity,1
CUST01103,46,Female,9,Retail,Muscat North,Current,5541.77,1,3,1,15594.58,0,1,998.37,460.8,32,38,60,190,28,9,58,0,1,305,1,0,Inactive,High,2,1,1,0,0,0,0,0,0,None,0
CUST01104,49,Male,5,HNI,Sohar,Current,82099.52,2,1,0,0.0,0,0,13060.92,8536.37,1,22,50,343,15,21,54,0,1,518,0,0,Inactive,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01105,52,Male,6,SME,Sur,FD,29831.28,1,2,1,63852.93,0,0,1363.41,787.51,18,34,36,88,3,2,63,0,1,38,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01106,39,Female,16,SME,Muscat South,Current,20309.13,3,2,1,78863.21,0,0,1341.09,704.84,26,35,71,20,32,11,26,0,1,320,0,1,Churned,Churned,1,0,0,0,0,0,0,1,32,Account Closure,1
CUST01107,52,Female,12,Retail,Muscat South,Current,13455.48,3,1,0,0.0,0,0,2225.83,1147.64,9,17,33,633,42,10,30,0,1,155,0,0,Churned,Churned,2,0,1,0,0,0,0,1,33,Extended Inactivity,1
CUST01108,37,Female,14,Retail,Nizwa,Current,3680.72,2,3,0,0.0,1,1,694.96,428.98,27,34,74,175,21,12,73,1,1,428,1,0,Active,High,2,1,1,0,0,0,0,0,0,None,0
CUST01109,52,Male,3,Retail,Muscat Main,FD,13053.03,3,2,1,22856.56,0,0,730.7,638.85,31,35,63,162,23,1,0,0,1,497,0,0,Active,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01110,63,Female,5,HNI,Muscat Main,FD,192243.8,4,3,0,0.0,1,1,10431.33,9661.98,9,22,32,70,13,12,57,0,1,18,0,0,Active,Low,1,0,0,0,0,0,1,0,0,None,0
CUST01111,39,Female,15,Retail,Muscat Main,Current,3610.39,2,2,0,0.0,0,1,569.32,259.83,31,50,92,120,327,22,51,0,0,519,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01112,28,Male,6,Retail,Nizwa,Savings,1394.72,1,1,0,0.0,0,0,128.92,71.36,9,30,42,121,651,4,55,0,0,481,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01113,47,Male,9,Retail,Nizwa,Savings,11513.39,4,2,0,0.0,1,0,1362.65,625.03,33,53,80,120,113,13,56,1,0,563,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01114,22,Female,11,Retail,Muscat Main,Current,14387.01,3,1,0,0.0,0,0,852.83,654.52,1,7,16,14,29,265,45,0,1,222,0,0,Active,Low,1,0,0,1,0,0,0,0,0,None,0
CUST01115,55,Male,9,Retail,Muscat Main,Savings,3984.61,3,2,0,0.0,0,1,681.36,589.38,16,30,67,51,2,10,41,0,1,413,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01116,39,Female,19,SME,Barka,Savings,50624.99,1,1,0,0.0,0,0,8950.35,3630.78,21,40,50,356,25,24,36,4,1,57,0,0,Inactive,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01117,50,Female,4,SME,Sur,Current,77384.98,2,2,0,0.0,0,1,6744.63,4533.58,12,21,54,75,20,240,89,1,1,209,0,0,Active,Low,1,0,0,1,0,0,0,0,0,None,0
CUST01118,59,Male,14,SME,Muscat South,Current,5416.83,4,3,0,0.0,1,1,287.22,124.98,19,29,62,9,119,12,71,0,0,398,0,0,Active,Low,1,0,0,0,0,1,0,0,0,None,0
CUST01119,39,Male,4,Retail,Salalah,FD,13311.41,4,2,1,3133.84,0,0,2108.14,1928.97,22,25,53,101,37,29,56,0,1,324,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01120,58,Female,17,Retail,Barka,Savings,4700.09,1,3,1,11375.97,0,1,772.6,396.11,23,34,72,90,19,8,48,0,1,642,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01121,52,Female,13,Retail,Muscat North,Savings,11384.3,3,3,0,0.0,1,1,1365.59,1025.46,30,44,52,85,2,12,36,0,1,377,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01122,55,Female,13,Retail,Muscat North,RD,2375.13,2,2,0,0.0,0,1,427.23,257.77,1,1,31,107,27,138,48,0,1,611,0,0,Active,Medium,2,0,1,1,0,0,0,0,0,None,0
CUST01123,25,Female,8,Retail,Sohar,FD,5805.74,2,3,1,15108.2,0,1,919.22,567.65,22,27,61,171,438,20,28,0,0,371,0,0,Active,High,3,0,1,0,0,1,0,1,0,None,0
CUST01124,40,Female,9,Retail,Muscat South,Savings,14122.92,1,3,1,3097.95,0,1,2188.13,1281.23,22,38,62,157,14,113,80,5,1,601,0,0,Active,High,3,0,1,1,1,0,0,0,0,None,0
